Time;Time2;Force;CoM vertical velocity;VL;SOL;VL_Smoothed Y1;SOL_Smoothed Y2;CoM vertical position;CoM vertical position2;_1;_2
s;%;N;ms-1;V;V;;;cm;mm;;
;"Normalize to [0-100] of ""Time""";;"Divided by 71.82825 on ""CoM velocity""";;;"50 pts SG smooth of ""VL""";"50 pts SG smooth of ""SOL""";Integrate of CoM velocity x=(0100) Area = 9.93124;"Multiply 10 on ""Integrated Y1""";;
2.955;87.2;799.724885;1.80852875288179;0.351868;0.242462;3,18792E+14;0.406581759211216;-20.4543859328478;-204.543859328478;;
2.956;87.3142857142857;801.344885;1.81967387899635;0.477753;0.0909424;3,28672E+13;0.406201912657954;-20.2470600681691;-202.470600681691;;
2.957;87.4285714285714;802.434885;1.83083786955538;0.302277;0.314941;3,27385E+14;0.399910928465333;-20.0384593968233;-200.384593968233;;
2.958;87.5428571428572;802.704885;1.84201132714191;0.0674438;0.703735;3,25492E+14;0.398424668193073;-19.8285822998691;-198.285822998691;;
2.959;87.6571428571429;803.864885;1.85319473902938;0.26947;0.773926;3,36175E+14;0.407762090884414;-19.6174276675164;-196.174276675164;;
2.96;87.7714285714286;804.584885;1.86439123769014;0.437164;0.211639;3,51595E+14;0.407661499884845;-19.4049941831325;-194.049941831325;;
2.961;87.8857142857143;804.724885;1.87559372285357;0.232239;0.217743;3,52316E+14;0.407464797271422;-19.1912807568157;-191.912807568157;;
2.962;88;805.154885;1.88680017581529;0.203094;0.16037;3,50309E+14;0.394715715547351;-18.9762868197489;-189.762868197489;;
2.963;88.1142857142857;806.364885;1.89801804489839;0.246887;0.146484;3,65931E+14;0.383354986504791;-18.760011492851;-187.60011492851;;
2.964;88.2285714285714;807.454885;1.90925192439561;0.357056;0.27298;3,80558E+13;0.377934084525131;-18.5424532088913;-185.424532088913;;
2.965;88.3428571428571;808.584885;1.92050125742298;0.237732;0.748444;3,76725E+14;0.373098145371356;-18.3236101699303;-183.236101699303;;
2.966;88.4571428571429;809.074885;1.93176186735075;0.139618;0.974884;3,73271E+13;0.365423906838207;-18.1034808485146;-181.034808485146;;
2.967;88.5714285714286;809.994885;1.94303229235848;0.35202;0.753937;3,83635E+14;0.340952477895309;-17.8820640393884;-178.820640393884;;
2.968;88.6857142857143;810.934885;1.9543156649185;0.47287;0.25238;3,98686E+13;0.331836570830596;-17.6593584418297;-176.593584418297;;
2.969;88.8;811.574885;1.96561003593692;0.382233;0.525208;4,06967E+14;0.346250701334119;-17.4353626874952;-174.353626874952;;
2.97;88.9142857142857;812.274885;1.97691373476184;0.417175;0.965271;3,96154E+14;0.359111437545584;-17.2100756148837;-172.100756148837;;
2.971;89.0285714285714;813.014885;1.9882274574982;0.795746;0.700531;3,98369E+14;0.357030791868445;-16.9834961181832;-169.834961181832;;
2.972;89.1428571428571;813.654885;1.99955078648304;0.788727;0.133972;4,12323E+14;0.347509417393372;-16.75562307567;-167.5562307567;;
2.973;89.2571428571428;814.704885;2.01088587964174;0.403137;0.409088;4,24332E+14;0.346221318625563;-16.5264552661772;-165.264552661772;;
2.974;89.3714285714286;815.814885;2.02223600866763;0.171967;0.249634;4,43147E+14;0.344306937980475;-16.2959911582737;-162.959911582737;;
2.975;89.4857142857143;816.224885;2.03359671848893;0.591583;0.0146484;4,62328E+14;0.351564838336089;-16.0642292881505;-160.642292881505;;
2.976;89.6;816.934885;2.04496522468581;0.690765;0.0700378;4,84665E+14;0.35706032026773;-15.8311686056834;-158.311686056834;;
2.977;89.7142857142857;816.984885;2.0563390212804;0.765076;0.181885;4,89392E+14;0.354715577204467;-15.5968083630568;-155.968083630568;;
2.978;89.8285714285714;817.384885;2.06771595034732;0.724487;0.0588989;4,77155E+14;0.349683596582029;-15.3611480789637;-153.611480789637;;
